_id,state,event,venue,Year,time,food_type,food,budget
0000015d,Nagaland,Birthday,Both,2011,Morning,Specific,North-East Style,737840
0000015e,Nagaland,Baptism,Outdoor,2019,Evening,,,1102784
0000015f,Sikkim,Wedding,Outdoor,2011,Afternoon,Non-vegetarian,,1223726
00000160,Chhattisgarh,Orientation,Outdoor,2018,Afternoon,Specific,North-East Style,1893284
00000161,Tamil Nadu,First Holy Communion,Both,2015,Evening,Specific,North Indian,893832
00000162,Assam,Wedding,Both,2017,Morning,Specific,South Indian,1737029
00000163,Telangana,Baptism,Outdoor,2013,Morning,Non-vegetarian,,1587133
00000164,Assam,Wedding,Indoor,2016,Morning,Specific,North-East Style,1047101
00000165,Kerala,First Holy Communion,Indoor,2011,Morning,,,863400
00000166,Arunachal Pradesh,Wedding,Both,2013,Evening,Specific,South Indian,688765
00000167,Odisha,Wedding,Both,2014,Evening,Specific,Goan,1313141
00000168,Andhra Pradesh,Conference,Both,2014,Afternoon,Vegetarian,,235008
00000169,Nagaland,Orientation,Outdoor,2011,Afternoon,,,1690449
0000016a,Odisha,Housewarming,Outdoor,2010,Afternoon,Vegetarian,,838507
0000016b,Nagaland,Housewarming,Outdoor,2014,Afternoon,Vegetarian,,667360
0000016c,Nagaland,Orientation,Both,2018,Morning,Specific,South Indian,974623
0000016d,Sikkim,Baptism,Outdoor,2013,Evening,Non-vegetarian,,1915979
0000016e,Mizoram,Engagement,Indoor,2018,Afternoon,Non-vegetarian,,1106316
0000016f,Mizoram,Wedding,Outdoor,2016,Morning,Non-vegetarian,,1140677
00000170,Chhattisgarh,Baptism,Both,2014,Afternoon,,,832506
00000171,Gujarat,Birthday,Indoor,2012,Evening,Vegetarian,,1678829
00000172,Jharkhand,Housewarming,Indoor,2016,Afternoon,,,694815
00000173,Haryana,Baptism,Outdoor,2013,Afternoon,Specific,South Indian,1419425
00000174,Goa,Orientation,Indoor,2013,Morning,Vegetarian,,1088624
00000175,Telangana,Housewarming,Indoor,2014,Afternoon,,,940767
00000176,Punjab,Orientation,Indoor,2012,Afternoon,Specific,Kerala Style,1131045
00000177,Kerala,First Holy Communion,Outdoor,2018,Evening,Specific,South Indian,1674417
00000178,Bihar,Conference,Indoor,2015,Morning,Specific,Goan,1678715
00000179,Tripura,Wedding,Outdoor,2015,Afternoon,Specific,Kerala Style,695803
0000017a,Andhra Pradesh,Baptism,Outdoor,2016,Evening,,,976873
0000017b,Assam,Housewarming,Indoor,2018,Morning,,,1273176
0000017c,Odisha,Birthday,Indoor,2014,Afternoon,Non-vegetarian,,249577
0000017d,Tamil Nadu,Baptism,Both,2018,Afternoon,Non-vegetarian,,151851
0000017e,Karnataka,Conference,Indoor,2012,Morning,,,1993860
0000017f,Rajasthan,Baptism,Both,2010,Evening,Vegetarian,,246583
00000180,Bihar,Baptism,Both,2012,Afternoon,Non-vegetarian,,561860
00000181,Sikkim,Housewarming,Both,2016,Evening,Specific,Kerala Style,1189381
00000182,Telangana,Wedding,Both,2012,Afternoon,,,1726255
00000183,West Bengal,Engagement,Indoor,2015,Evening,,,507291
00000184,Nagaland,Birthday,Both,2011,Evening,Non-vegetarian,,817833
00000185,Chhattisgarh,Housewarming,Outdoor,2019,Evening,Specific,Goan,1112714
00000186,Sikkim,First Holy Communion,Both,2014,Morning,Specific,South Indian,467570
00000187,Kerala,Orientation,Indoor,2018,Evening,,,976342
00000188,Goa,First Holy Communion,Indoor,2017,Afternoon,,,803841
00000189,Bihar,Conference,Indoor,2011,Afternoon,,,1646740
0000018a,Tripura,Baptism,Indoor,2017,Afternoon,,,703121
0000018b,Telangana,Engagement,Both,2016,Evening,Non-vegetarian,,986656
0000018c,Uttarakhand,Engagement,Outdoor,2012,Morning,Vegetarian,,267899
0000018d,Odisha,First Holy Communion,Outdoor,2017,Evening,Vegetarian,,1415783
0000018e,Kerala,Housewarming,Outdoor,2010,Morning,Non-vegetarian,,88327
0000018f,Telangana,Baptism,Outdoor,2012,Evening,Vegetarian,,424726
00000190,Uttarakhand,Baptism,Indoor,2018,Evening,Non-vegetarian,,1409349
00000191,Haryana,Baptism,Indoor,2019,Afternoon,Vegetarian,,1762867
00000192,Jharkhand,First Holy Communion,Outdoor,2012,Afternoon,Non-vegetarian,,1230628
00000193,Uttarakhand,Housewarming,Outdoor,2018,Evening,,,1281477
00000194,Karnataka,Housewarming,Outdoor,2012,Evening,Non-vegetarian,,556643
00000195,Maharashtra,Birthday,Both,2015,Evening,Non-vegetarian,,1008382
00000196,Tripura,Birthday,Outdoor,2013,Morning,,,1753898
00000197,Jharkhand,Wedding,Both,2017,Afternoon,Vegetarian,,1007811
00000198,Assam,Conference,Both,2019,Morning,Specific,Kerala Style,1377677
00000199,Uttar Pradesh,Housewarming,Both,2014,Morning,Specific,North-East Style,399085
0000019a,Uttar Pradesh,Baptism,Both,2015,Morning,Specific,Kerala Style,837203
0000019b,Assam,Conference,Indoor,2015,Morning,Non-vegetarian,,924653
0000019c,Uttarakhand,Orientation,Indoor,2011,Evening,Vegetarian,,1881031
0000019d,Madhya Pradesh,First Holy Communion,Outdoor,2016,Afternoon,,,488734
0000019e,Goa,Wedding,Indoor,2013,Evening,,,145805
0000019f,Meghalaya,Housewarming,Both,2018,Evening,Specific,North Indian,1263794
000001a0,Chhattisgarh,First Holy Communion,Indoor,2019,Afternoon,Specific,North Indian,1668244
000001a1,Uttarakhand,Orientation,Indoor,2013,Evening,,,1924400
000001a2,West Bengal,Baptism,Outdoor,2016,Afternoon,Specific,South Indian,927055
000001a3,Goa,First Holy Communion,Both,2012,Evening,,,1434701
000001a4,Meghalaya,Housewarming,Both,2017,Morning,Vegetarian,,1058468
000001a5,Karnataka,Housewarming,Outdoor,2019,Morning,,,678551
000001a6,Telangana,Birthday,Indoor,2016,Evening,Vegetarian,,818294
000001a7,Telangana,Conference,Indoor,2012,Afternoon,Non-vegetarian,,1538610
000001a8,Punjab,Baptism,Indoor,2011,Afternoon,,,1901906
000001a9,Himachal Pradesh,Wedding,Outdoor,2018,Afternoon,Non-vegetarian,,1241736
000001aa,Rajasthan,Housewarming,Outdoor,2017,Afternoon,Vegetarian,,782402
000001ab,Mizoram,Engagement,Indoor,2015,Afternoon,Vegetarian,,1032338
000001ac,Uttar Pradesh,Housewarming,Outdoor,2011,Evening,Specific,North Indian,1082955
000001ad,Meghalaya,First Holy Communion,Outdoor,2014,Afternoon,,,599118
000001ae,Punjab,Birthday,Indoor,2019,Morning,Specific,North-East Style,1681586
000001af,Punjab,Wedding,Outdoor,2011,Morning,Non-vegetarian,,1184757
000001b0,Uttarakhand,Engagement,Indoor,2019,Morning,Specific,North-East Style,308459
000001b1,Assam,Conference,Outdoor,2017,Morning,Non-vegetarian,,820963
000001b2,Bihar,Wedding,Indoor,2014,Evening,Non-vegetarian,,447479
000001b3,Tripura,Conference,Indoor,2014,Morning,,,158746
000001b4,Uttarakhand,Engagement,Outdoor,2014,Afternoon,Vegetarian,,1050780
000001b5,Gujarat,First Holy Communion,Outdoor,2012,Evening,,,1411788
000001b6,Uttarakhand,First Holy Communion,Indoor,2015,Afternoon,Vegetarian,,404494
000001b7,Chhattisgarh,Orientation,Both,2015,Evening,Non-vegetarian,,307789
000001b8,Tripura,Conference,Indoor,2015,Morning,Vegetarian,,1138505
000001b9,Chhattisgarh,Engagement,Indoor,2012,Morning,,,928577
000001ba,Punjab,Orientation,Outdoor,2013,Morning,Vegetarian,,57100
000001bb,Tamil Nadu,First Holy Communion,Both,2012,Afternoon,,,1838001
000001bc,Himachal Pradesh,First Holy Communion,Outdoor,2016,Evening,Specific,South Indian,504876
000001bd,Uttar Pradesh,Wedding,Both,2011,Afternoon,Specific,Kerala Style,1179573
000001be,Tamil Nadu,Housewarming,Indoor,2010,Afternoon,,,937790
000001bf,Odisha,Wedding,Both,2014,Evening,Non-vegetarian,,692954
000001c0,Odisha,Orientation,Both,2014,Evening,,,1965129
000001c1,Bihar,Conference,Indoor,2013,Evening,Specific,North Indian,623749
000001c2,Odisha,Orientation,Indoor,2014,Morning,,,1587238
000001c3,Tripura,Birthday,Indoor,2010,Morning,Specific,South Indian,323408
000001c4,Jharkhand,Wedding,Both,2019,Evening,,,1826326
000001c5,Karnataka,First Holy Communion,Both,2018,Morning,,,827518
000001c6,Rajasthan,Conference,Outdoor,2010,Morning,Vegetarian,,1066573
000001c7,Telangana,Wedding,Outdoor,2013,Evening,Vegetarian,,1538795
000001c8,Jharkhand,Engagement,Both,2010,Afternoon,Non-vegetarian,,887093
000001c9,Uttarakhand,Engagement,Outdoor,2010,Afternoon,Vegetarian,,550488
000001ca,Maharashtra,First Holy Communion,Outdoor,2018,Afternoon,,,992347
000001cb,Bihar,Birthday,Both,2019,Evening,Vegetarian,,1493559
000001cc,Goa,Birthday,Both,2015,Morning,Vegetarian,,1778682
000001cd,Sikkim,Baptism,Outdoor,2016,Evening,,,1434734
000001ce,Maharashtra,First Holy Communion,Both,2013,Evening,,,1567918
000001cf,Meghalaya,Engagement,Outdoor,2012,Morning,Specific,Kerala Style,1573786
000001d0,Tamil Nadu,Orientation,Indoor,2011,Morning,Specific,Goan,358987
000001d1,Meghalaya,First Holy Communion,Both,2017,Afternoon,Non-vegetarian,,1120276
000001d2,Chhattisgarh,Housewarming,Both,2013,Evening,Non-vegetarian,,1610150
000001d3,Manipur,First Holy Communion,Indoor,2016,Evening,Non-vegetarian,,1496601
000001d4,Goa,Birthday,Outdoor,2013,Afternoon,Vegetarian,,469367
000001d5,Arunachal Pradesh,Birthday,Both,2018,Morning,Non-vegetarian,,389954
000001d6,Telangana,Conference,Indoor,2015,Evening,Vegetarian,,1874329
000001d7,Madhya Pradesh,Birthday,Indoor,2017,Morning,Vegetarian,,821112
000001d8,Jharkhand,Conference,Outdoor,2012,Evening,Specific,Kerala Style,989415
000001d9,Himachal Pradesh,Wedding,Outdoor,2014,Evening,,,1173580
000001da,Himachal Pradesh,Orientation,Outdoor,2012,Evening,Specific,North Indian,307300
000001db,Madhya Pradesh,Birthday,Both,2010,Evening,Non-vegetarian,,1798797
000001dc,Kerala,Conference,Outdoor,2014,Morning,Vegetarian,,734903
000001dd,Chhattisgarh,Wedding,Indoor,2011,Afternoon,Specific,South Indian,515957
000001de,Mizoram,Orientation,Indoor,2011,Afternoon,Non-vegetarian,,742962
000001df,Sikkim,Birthday,Indoor,2016,Evening,,,1300046
000001e0,Meghalaya,Engagement,Outdoor,2018,Morning,Specific,North Indian,707710
000001e1,Manipur,Birthday,Both,2010,Evening,Specific,North-East Style,1368071
000001e2,Telangana,First Holy Communion,Indoor,2018,Afternoon,Specific,North-East Style,1531998
000001e3,Chhattisgarh,Conference,Indoor,2019,Afternoon,Specific,Goan,1759020
000001e4,Arunachal Pradesh,First Holy Communion,Both,2018,Morning,Vegetarian,,863830
000001e5,Odisha,Baptism,Outdoor,2016,Morning,Specific,North Indian,1303473
000001e6,Himachal Pradesh,First Holy Communion,Indoor,2019,Morning,Specific,South Indian,1457671
000001e7,Chhattisgarh,Conference,Both,2013,Morning,,,1635132
000001e8,Manipur,Conference,Indoor,2010,Afternoon,Non-vegetarian,,727824
000001e9,Goa,Orientation,Both,2015,Evening,Vegetarian,,1817034
000001ea,Telangana,Baptism,Outdoor,2019,Morning,Non-vegetarian,,1773939
000001eb,Nagaland,Wedding,Outdoor,2012,Morning,Non-vegetarian,,1296962
000001ec,Telangana,Birthday,Both,2014,Morning,Specific,South Indian,717144
000001ed,Maharashtra,Birthday,Both,2011,Afternoon,,,1834282
000001ee,Sikkim,Housewarming,Both,2015,Morning,Vegetarian,,1913894
000001ef,Karnataka,Conference,Both,2018,Morning,Specific,North Indian,519264
000001f0,Himachal Pradesh,Baptism,Outdoor,2013,Afternoon,Non-vegetarian,,486161
000001f1,Nagaland,Wedding,Both,2015,Morning,Non-vegetarian,,1245962
000001f2,Goa,Engagement,Both,2019,Afternoon,,,1039026
000001f3,Mizoram,Engagement,Both,2011,Morning,Non-vegetarian,,1581128
000001f4,Assam,First Holy Communion,Indoor,2016,Afternoon,Specific,Kerala Style,1161580
000001f5,Haryana,Engagement,Outdoor,2019,Evening,Non-vegetarian,,777227
000001f6,Punjab,Engagement,Outdoor,2016,Morning,Specific,North-East Style,1594223
000001f7,Andhra Pradesh,Wedding,Indoor,2013,Evening,Non-vegetarian,,1995790
000001f8,Karnataka,Birthday,Indoor,2015,Evening,,,72115
000001f9,Goa,Conference,Outdoor,2011,Afternoon,Non-vegetarian,,1085689
000001fa,Meghalaya,Conference,Indoor,2019,Afternoon,Vegetarian,,860360
000001fb,Punjab,Housewarming,Both,2019,Morning,,,86310
000001fc,Meghalaya,Conference,Both,2012,Evening,,,1129225
000001fd,Odisha,First Holy Communion,Outdoor,2013,Evening,,,1002582
000001fe,Assam,Housewarming,Indoor,2013,Morning,,,970985
000001ff,Gujarat,Birthday,Both,2017,Evening,Specific,Goan,1526723
00000200,Rajasthan,Wedding,Both,2014,Afternoon,Non-vegetarian,,901122
00000201,Punjab,Orientation,Indoor,2014,Afternoon,Non-vegetarian,,159235
00000202,Telangana,Wedding,Both,2019,Morning,,,101077
00000203,Manipur,Conference,Both,2016,Afternoon,Vegetarian,,1033243
00000204,Goa,Conference,Outdoor,2012,Afternoon,Specific,South Indian,1213069
00000205,Goa,Housewarming,Both,2010,Evening,Specific,North-East Style,288986
00000206,Manipur,First Holy Communion,Indoor,2016,Evening,,,1032019
00000207,Sikkim,Birthday,Outdoor,2011,Afternoon,Vegetarian,,131218
00000208,Uttar Pradesh,Wedding,Outdoor,2012,Morning,Specific,North Indian,964813
00000209,Arunachal Pradesh,Baptism,Both,2014,Afternoon,Non-vegetarian,,1716351
0000020a,Uttarakhand,First Holy Communion,Both,2011,Morning,Non-vegetarian,,68278
0000020b,Bihar,First Holy Communion,Outdoor,2013,Afternoon,Vegetarian,,361534
0000020c,Arunachal Pradesh,Conference,Indoor,2012,Evening,Vegetarian,,718629
0000020d,Telangana,Wedding,Outdoor,2013,Morning,Specific,South Indian,1586673
0000020e,Karnataka,First Holy Communion,Indoor,2016,Afternoon,Specific,Kerala Style,1408285
0000020f,Haryana,Baptism,Outdoor,2010,Evening,Vegetarian,,1293190
00000210,Chhattisgarh,Housewarming,Outdoor,2018,Evening,Specific,North-East Style,837414
00000211,Bihar,Conference,Outdoor,2013,Afternoon,,,1648676
00000212,Arunachal Pradesh,Birthday,Both,2013,Afternoon,Vegetarian,,161337
00000213,Madhya Pradesh,Baptism,Indoor,2010,Evening,Non-vegetarian,,1708857
00000214,Haryana,Birthday,Indoor,2010,Afternoon,Non-vegetarian,,1035152
00000215,Manipur,Baptism,Both,2014,Afternoon,,,1497958
00000216,Rajasthan,Wedding,Both,2011,Afternoon,Specific,Kerala Style,554055
00000217,Manipur,Housewarming,Indoor,2012,Evening,Non-vegetarian,,410878
00000218,Uttar Pradesh,Birthday,Outdoor,2011,Morning,Non-vegetarian,,1353909
00000219,Andhra Pradesh,Wedding,Both,2013,Morning,Non-vegetarian,,58843
0000021a,Haryana,Orientation,Both,2018,Afternoon,Non-vegetarian,,1522233
0000021b,Andhra Pradesh,Engagement,Both,2011,Afternoon,Vegetarian,,1731434
0000021c,Uttar Pradesh,First Holy Communion,Indoor,2014,Afternoon,,,1348932
0000021d,Tamil Nadu,First Holy Communion,Both,2010,Morning,Vegetarian,,630402
0000021e,Uttar Pradesh,Engagement,Both,2016,Evening,,,468900
0000021f,Rajasthan,Housewarming,Indoor,2018,Afternoon,Non-vegetarian,,462266
00000220,Nagaland,Birthday,Both,2017,Evening,Non-vegetarian,,1217750
00000221,Nagaland,Baptism,Indoor,2010,Evening,Non-vegetarian,,1340504
00000222,Mizoram,First Holy Communion,Both,2019,Morning,Non-vegetarian,,64638
00000223,Karnataka,Birthday,Outdoor,2011,Afternoon,Vegetarian,,1093336
00000224,Goa,Baptism,Outdoor,2014,Afternoon,Non-vegetarian,,473486
00000225,Manipur,Orientation,Outdoor,2010,Morning,Specific,North-East Style,1689964
00000226,Andhra Pradesh,Conference,Outdoor,2013,Afternoon,Specific,South Indian,361700
00000227,Goa,Baptism,Indoor,2017,Afternoon,,,1390433
00000228,Karnataka,Conference,Both,2012,Afternoon,Specific,North-East Style,1665143
00000229,Assam,Conference,Indoor,2012,Afternoon,,,800892
0000022a,Odisha,First Holy Communion,Both,2015,Morning,Non-vegetarian,,1633844
0000022b,Goa,Engagement,Indoor,2015,Morning,,,482297
0000022c,Haryana,Orientation,Both,2015,Evening,Non-vegetarian,,1084885
0000022d,Kerala,Engagement,Indoor,2017,Morning,Non-vegetarian,,1928504
0000022e,Uttar Pradesh,First Holy Communion,Both,2014,Afternoon,Vegetarian,,1599467
0000022f,Manipur,Housewarming,Both,2015,Evening,Non-vegetarian,,1262338
00000230,Sikkim,Baptism,Indoor,2012,Evening,Vegetarian,,1305514
00000231,Bihar,Housewarming,Outdoor,2018,Evening,Non-vegetarian,,273512
00000232,Rajasthan,Engagement,Indoor,2011,Evening,Specific,North-East Style,1402527
00000233,West Bengal,Engagement,Both,2017,Afternoon,Specific,Goan,1419472
00000234,Kerala,Orientation,Indoor,2017,Morning,,,1456707
00000235,Goa,Orientation,Outdoor,2019,Evening,Specific,North-East Style,1717324
00000236,Andhra Pradesh,Conference,Both,2017,Afternoon,Vegetarian,,1331425
00000237,Kerala,Baptism,Both,2017,Morning,Specific,North Indian,604969
00000238,West Bengal,Birthday,Outdoor,2017,Afternoon,Specific,Goan,413090
00000239,Karnataka,Baptism,Indoor,2019,Afternoon,Specific,South Indian,94555
0000023a,Tripura,Wedding,Both,2018,Evening,Specific,North Indian,489280
0000023b,Chhattisgarh,Housewarming,Indoor,2010,Morning,Non-vegetarian,,716826
0000023c,Andhra Pradesh,Orientation,Outdoor,2015,Afternoon,Non-vegetarian,,1124530
0000023d,Tamil Nadu,Conference,Both,2013,Morning,Non-vegetarian,,1950147
0000023e,Goa,Birthday,Indoor,2017,Evening,Vegetarian,,486268
0000023f,Tripura,Conference,Outdoor,2019,Evening,Non-vegetarian,,175503
00000240,Haryana,Housewarming,Outdoor,2019,Afternoon,Vegetarian,,131750
00000241,Bihar,Conference,Indoor,2014,Afternoon,Specific,North-East Style,1289120
00000242,Tripura,Engagement,Outdoor,2016,Afternoon,,,666862
00000243,Uttar Pradesh,Birthday,Outdoor,2016,Afternoon,,,174252
00000244,Haryana,Baptism,Outdoor,2015,Morning,Specific,North-East Style,1331706
00000245,Uttar Pradesh,Wedding,Both,2012,Afternoon,,,1658054
00000246,Karnataka,First Holy Communion,Both,2014,Evening,Specific,North-East Style,651791
00000247,Tripura,Conference,Outdoor,2011,Morning,Specific,Goan,736743
00000248,Uttar Pradesh,Orientation,Outdoor,2016,Evening,Vegetarian,,1362200
00000249,Chhattisgarh,Orientation,Outdoor,2018,Afternoon,Non-vegetarian,,194307
0000024a,Meghalaya,Conference,Indoor,2019,Afternoon,Non-vegetarian,,173092
0000024b,Mizoram,First Holy Communion,Both,2018,Morning,Vegetarian,,1367858
0000024c,Karnataka,Orientation,Outdoor,2019,Morning,Vegetarian,,1399557
0000024d,Haryana,Housewarming,Outdoor,2016,Afternoon,,,1849780
0000024e,Manipur,First Holy Communion,Both,2019,Morning,Non-vegetarian,,1079031
0000024f,Andhra Pradesh,Orientation,Both,2011,Afternoon,,,1394700
00000250,Tamil Nadu,Engagement,Both,2014,Afternoon,Specific,North Indian,986357
00000251,West Bengal,Baptism,Outdoor,2014,Evening,Specific,North-East Style,587830
00000252,Telangana,Orientation,Indoor,2019,Morning,Specific,North-East Style,1912828
00000253,Bihar,Conference,Outdoor,2014,Morning,Specific,North Indian,1308907
00000254,Kerala,Engagement,Outdoor,2010,Morning,Specific,Kerala Style,1200915
00000255,West Bengal,Conference,Indoor,2019,Morning,Non-vegetarian,,1608429
00000256,Uttarakhand,Birthday,Indoor,2017,Afternoon,Non-vegetarian,,481520
00000257,Tamil Nadu,First Holy Communion,Indoor,2016,Evening,Non-vegetarian,,188199
00000258,Uttarakhand,Conference,Both,2015,Afternoon,Vegetarian,,1146874
00000259,Tamil Nadu,First Holy Communion,Outdoor,2013,Morning,,,192482
0000025a,Uttar Pradesh,Baptism,Outdoor,2010,Evening,Vegetarian,,1094076
0000025b,Gujarat,Orientation,Both,2015,Evening,,,672533
0000025c,Maharashtra,First Holy Communion,Indoor,2018,Evening,Non-vegetarian,,130340
0000025d,Uttarakhand,Conference,Outdoor,2016,Evening,Vegetarian,,1556235
0000025e,Uttarakhand,Orientation,Indoor,2011,Morning,Vegetarian,,1312833
0000025f,Goa,Birthday,Outdoor,2013,Morning,Vegetarian,,1462466
00000260,Himachal Pradesh,Baptism,Outdoor,2016,Evening,Specific,North-East Style,443508
00000261,Madhya Pradesh,Wedding,Outdoor,2010,Evening,Vegetarian,,1153440
00000262,Assam,Engagement,Indoor,2019,Afternoon,Specific,Kerala Style,708451
00000263,Arunachal Pradesh,Wedding,Outdoor,2018,Evening,,,978650
00000264,Maharashtra,Birthday,Both,2019,Afternoon,Specific,South Indian,67300
00000265,Goa,Birthday,Outdoor,2014,Evening,Non-vegetarian,,1276873
00000266,Uttarakhand,Orientation,Both,2013,Morning,Non-vegetarian,,1521964
00000267,Meghalaya,Housewarming,Indoor,2019,Afternoon,,,57152
00000268,Bihar,Wedding,Outdoor,2012,Afternoon,Non-vegetarian,,1582131
00000269,Jharkhand,Housewarming,Indoor,2017,Afternoon,Vegetarian,,1398371
